name,phone,address,website,rating,user_ratings_total
Safir Gayrimenkul BAKIRKÖY,(0212) 571 00 05,"Kartaltepe, İncirli Cd. Ferah apt D:1 kat No:76 D:11, 34240 Bakırköy/İstanbul, Türkiye",,4.1,21
EVSTORE Gayrimenkul Akın Çiçekçi,0532 333 03 01,"Ataköy 7-8-9-10 Mahalle Atrium Avm Üst Kat No:146, Ataköy 7-8-9-10. Kısım, 34158 Bakırköy/İstanbul, Türkiye",http://www.evstoreatakoy.com/,4.9,44
Atlas Emlak & Gayrimenkul Danışmanlıgı,(0212) 660 60 65,"Kartaltepe, İncirli Cad., Sayfiye Sok. Emek Apt D:14-16C, 34145 Bakırköy/İstanbul, Türkiye",,5,1
Yürüyen Emlak,(0212) 543 34 27,"Kartaltepe, İncirli Cd. 5/C, 34144 Bakırköy/İstanbul, Türkiye",http://www.hurriyetemlak.com/yuruyen-emlak/istanbul-bakirkoy-kartaltepe/emlak-ofisleri/arLV4cYaNKQ=/DjCVhESiNJk=&new=1,4.3,8
RE/MAX Pro 2 Erman Nalbandiyan Gayrimenkul danışmanı emlakçı Nivo Ataköy,0533 048 39 56,"Nivo Ataköy Residences, Ataköy 7-8-9-10. Kısım, Kısım Mah, 34642 Bakırköy/İstanbul, Türkiye",https://www.remax.com.tr/danisman/11825/erman-nalbandiyan,5,1
Yeşilyurt Emlak,(0212) 573 29 96,"D, Yeşilköy, Eski PTT Sk. No:20, 34149 Bakırköy/İstanbul, Türkiye",,4.2,28
Adres Gayrimenkul,(0212) 583 15 16,"Abbasoğlu 8/3 Serievler Sok, Kartaltepe, 34145 Bakırköy/İstanbul, Türkiye",,4,2
Altun Gayrimenkul,(0212) 542 64 19,"34356, Yenimahalle, Teyyareci Sadık Sk. 24/C, 34142 Bakırköy/İstanbul, Türkiye",,4.3,6
Filiz Özcan Gayrimenkul,0532 505 26 91,"Kartaltepe, Gençler Cd Atasaray Apt A Blok No 14 Daire 6, 34200 Bakırköy/İstanbul, Türkiye",https://filizozcangayrimenkul.sahibinden.com/,5,7
Akın Emlak,(0212) 543 11 75,"Cevizlik, İskele Cd. No:18, 34142 Bakırköy/İstanbul, Türkiye",,5,3
Vekil Gayrimenkul - Bakırköy Şubesi,(0212) 909 48 86,"Kartaltepe, Bahçesaray Sok No:4 D:3, 34145 Bakırköy/İstanbul, Türkiye",https://www.vekilgayrimenkul.com/,5,3
Kentsel Gayrimenkul,(0212) 542 42 97,"Osmaniye, İncirli Yolu Sk. No:3, 34146 Bakırköy/İstanbul, Türkiye",,3,2
Ataköy Ali Kemal Taş Emlak,(0212) 560 61 16,"Ataköy 7-8-9-10 Mahallesi, Ataköy 9-10. Kısım Atrium Alışveriş Merkezi, No: 186, Nilüfer Sokak, Ataköy 7-8-9-10. Kısım, 34156 Bakırköy/İstanbul, Türkiye",http://www.alikemaltasemlak.com/,4.6,16
İSTANBUL YUVAM GAYRİMENKUL osmaniye,0534 613 14 13,"Osmaniye, Adalet Sk. no:2/b, 34147 Bakırköy/İstanbul, Türkiye",https://istanbulyuvamgayrimenkul.sahibinden.com/,4.5,2
Meltem Emlak,(0212) 543 51 61,"Kartaltepe, Faik Köksal Sk. No:8 D:B, 34145 Bakırköy/İstanbul, Türkiye",http://www.meltememlak.com/,,
Remax Select,(0212) 465 42 72,"Dünya Ticaret Merkezi Egs Business Park Atatürk Cad. No.12 B2 Blok No 14, Yeşilköy, 34149 Bakırköy/İstanbul, Türkiye",http://www.remax.com.tr/select,4.6,16
Altun İnşaat Gayrimenkul,(0212) 570 03 12,"Zuhuratbaba, Çamlık Çeşme Sk. Çiçek Apt No 4A, 34147 Bakırköy/İstanbul, Türkiye",http://altuninsaatgayrimenkul.sahibinden.com/,5,4
Aydın Gayrimenkul,0535 361 37 77,"Zuhuratbaba, Hüdaverdi Sk. 28/B, 34147 Bakırköy/İstanbul, Türkiye",https://www.hurriyetemlak.com/emlak-ofisi/aydin-gayrimenkul-60019,5,1
BAKIRKÖY- SAHİL TURYAP,(0212) 542 04 40,"Zeytinlik, Odabaşı Sk. 45/1, 34140 Bakırköy/İstanbul, Türkiye",http://turyap.com.tr/istanbul-bakirkoy-sahil-temsilciligi,4.9,8
Remax Alpaslan Efe Bakırköy,0532 287 89 18,"Merkez İstanbul Caddesi, Cevizlik, Niyazi Bey Sokağı No:4 Kat:1, 34142 Bakırköy/İstanbul, Türkiye",http://www.alpaslanefe.com/,5,13
YSK Gayrimenkul Satış ve Kiralama Ofisi,(0212) 892 67 78,"Ataköy 7.8.9.10. Kısım Mahallesi Çobançeşme E-5 Yan Yol Cad.1 No:8/1 İç Kapı 161, Ataköy 7-8-9-10. Kısım, 34158 Bakırköy/İstanbul, Türkiye",https://www.yskgayrimenkul.com/,5,19
Günyüzü Gayrimenkul Danışmanlığı,(0212) 662 71 10,"Florya Caddesi, Bakırköy, 16/5, Şenlikköy, Eceler Sk., 34753 Bakırköy/İstanbul, Türkiye",,4.4,14
DAĞISTAN GAYRİMENKUL,(0212) 954 00 11,"Şenlikköy, Ekşi Nar Sk. No:11/2, 34153 Bakırköy/İstanbul, Türkiye",https://dagistangayrimenkul.com/,5,9
OĞUZ EMLAK,(0212) 560 46 74,"Ataköy 7-8-9-10 7.8 KISIM ATA SİTESİ DENİZ 18.BLOK NO:139, Ataköy 7-8-9-10. Kısım, Ataköy 7. -8. Kısım Gazi Sitesi No:18 BLOK No:139, 34156 Bakırköy/İstanbul, Türkiye",,4.9,10
Edessa Emlak,0532 596 92 04,"Yenimahalle, Reyhan Sok. No:33, 34142 Bakırköy/İstanbul, Türkiye",https://edessaemlak.com/,4.7,15
Ümit Emlak,(0212) 543 32 43,"Cevizlik, Kartopu Sk. No:14/2, 34142 Bakırköy/İstanbul, Türkiye",,5,6
Mavi Emlak,(0212) 570 00 07,"Zuhuratbaba, Bakır Sk. No:1, 34147 Bakırköy/İstanbul, Türkiye",http://www.maviemlak.com/,3.8,4
TURYAP YEŞİLKÖY TEMSİLCİLİĞİ,(0212) 574 25 74,"Yeşilköy, Seyit Ali Sokağı No:14, 34149 Bakırköy/İstanbul, Türkiye",http://turyap.com.tr/yesilkoy,4.8,15
Ataköy Emlak,(0212) 559 80 80,"Ataköy 3-4-11. Kısım, Ataköy 4. Kısım Çarşısı D:2, 34158 Bakırköy/İstanbul, Türkiye",,4,3
Real Partners Gayrimenkul,,"Kartaltepe, Selahattin Kormaç Sk. No: 2/2, 34145 Bakırköy/İstanbul, Türkiye",http://www.realpartners.com.tr/,5,5
Pera Gayrimenkul,(0212) 573 98 80,"Şenlikköy, Kırserdar Sk. No:47 D:1, 34153 Bakırköy/İstanbul, Türkiye",http://www.peragayrimenkul.org/iletisim-telefon-adres,4.7,3
Akyıldız Gayrimenkul Emlak,(0212) 660 04 91,"Zuhuratbaba, Kubilay Sk. no:5/A, 34147 Bakırköy/İstanbul, Türkiye",,5,1
Doğan Emlak Bahçelievler,0532 493 87 79,"Basın Sitesi, Bahçelievler, Basın Sitesi Sk. Onur Sitesi No:7/A B Blok, 34180 Bahçelievler/İstanbul, Türkiye",https://doganemlakbahcelievler.com/,4.9,87
Bahçelievler Emlak Dünyası,(0212) 603 94 99,"Şirinevler, Mithatpaşa 6. Sok. no:30/a, 34188 Bahçelievler/İstanbul, Türkiye",,4.5,52
Bahçelievler Marcity Emlak & Gayrimenkul,(0212) 553 15 47,"Siyavuşpaşa, Çamlık Cd. No:27, 34180 Bahçelievler/İstanbul, Türkiye",,4.9,50
Başokur Emlak & Gayrimenkul,0532 320 03 55,"Çamlık caddesi, Siyavuşpaşa, Şebboy Sk. no:6/B, 34182 Bahçelievler/İstanbul, Türkiye",,4.9,148
Bahçelievler Emlak,0532 332 45 19,"Bahçelievler, Ferit Selimpaşa Cd No:62/D, 34180 Bahçelievler/İstanbul, Türkiye",https://www.bahcelievleremlak.com.tr/,3.7,6
Bahçelievler Satılık Daire BÜŞRA EMLAK,0534 338 88 14,"Soğanlı, Mustafa Kemal Paşa Cd. NO:152/A, 34000 Bahçelievler/İstanbul, Türkiye",https://busraemlakbahcelievler.sahibinden.com/,4.9,42
emlaKent Gayrimenkul Yatırım Danışmanlığı,0555 966 12 22,"Bahçelievler, Deli Hüseyin Paşa Cd. 23C, 34180 Bahçelievler/İstanbul, Türkiye",http://emlakent.sahibinden.com/,5,99
Tokgöz Gayrimenkul,0552 480 59 98,"Siyavuşpaşa, Itır Sokağı 5/A, 34182 Bahçelievler/İstanbul, Türkiye",https://tokgozgayrimenkul.sahibinden.com/,4.8,31
Yordam Gayrimenkul-Emlak,0543 348 37 34,"Hürriyet, Hereke Sk. No:3, 34192 Bahçelievler/İstanbul, Türkiye",https://yordamgayrimenkul.sahibinden.com/,4.9,187
TUĞHAN EMLAK GAYRİMENKUL,0535 343 24 42,"Soğanlı, Sevinç Sk. No:18/A, 34183 Bahçelievler/İstanbul, Türkiye",,5,125
CİHAN EMLAK GAYRİMENKUL,0532 278 37 13,"Mahmutbey cad. 15. sokak no 20 şirinevler mahallesi, Hürriyet, 34510 Bahçelievler/İstanbul, Türkiye",http://www.cihanemlak.com.tr/,4.8,104
Evyap Emlak,0538 366 32 32,"Siyavuşpaşa, Itır Sokağı 13/a, 34182 Bahçelievler/İstanbul, Türkiye",http://evyapistanbul.sahibinden.com/,5,36
Öztürk Emlak / Bahçelievler,0533 733 64 74,"Hürriyet, Hürriyet Cd. No:62A, 34192 Bahçelievler/İstanbul, Türkiye",https://ozturkemlak.sahibinden.com/,4.8,6
EFE EMLAK,(0212) 630 00 61,"Kocasinan Merkez, Eski Edirne Yolu Cd. No:43, 34186 Bahçelievler/İstanbul, Türkiye",,4.9,77
Bahçelievler Satılık Daire - Bahçelievler Kiralık Daire,0532 332 45 19,"Bahçelievler Mah. Ferit Selim Paşa Cad, Bahçelievler, Basın Sitesi Sk. No:62/D, 34580 Bahçelievler/İstanbul, Türkiye",https://www.bahcelievleremlak.com.tr/,5,1
HOME CITY GAYRİMENKUL & DANIŞMANLIK,(0212) 702 54 44,"Bahçelievler, Ömür Sk. No:9, 34180 Bahçelievler/İstanbul, Türkiye",,4.8,20
YUVAM EMLAK - ŞİRİNEVLER / BAHÇELİEVLER,0531 496 97 01,"Şirinevler, Mareşal Fevzi Çakmak Cd. 6.sokak, 34188 Bahçelievler/İstanbul, Türkiye",http://yuvamemlaksirinevler.sahibinden.com/,4.6,11
Weal World Gayrimenkul,0532 762 76 28,"Yayla, Fevzi Çakmak Cd. No:32 K:1 D:4, 34180 Bahçelievler/İstanbul, Türkiye",http://www.wealworld.com/,5,30
İKİKITA GAYRİMENKÜL DANIŞMANLIK,0532 051 08 43,"MAHMUTBEY CADDESİ 8, Şirinevler, SOKAK NO:21/A, 34188 Bahçelievler/İstanbul, Türkiye",https://ikikitagayrimenkul.sahibinden.com/,5,106
Bahçelievler Uygar Emlak,0501 161 91 61,"Şirinevler, Gaziler Sk. 5A, 34188 Bahçelievler/İstanbul, Türkiye",,5,72
GOLDHOUSE GAYRİMENKUL DANIŞMANLIK iSTANBUL,,"GOLD HOUSE GAYRİMENKUL, Bahçelievler, Düzgün Sk. No:8/A, 34180 Bahçelievler/İstanbul, Türkiye",http://www.goldhousetr.com/,4.6,59
Seven Gayrimenkul,(0212) 442 41 90,"Siyavuşpaşa, Sultan Selim Cd. No: 12 A, 34182 Bahçelievler/İstanbul, Türkiye",https://sevengayrimenkull.sahibinden.com/,4.6,10
Aktif Gayrimenkul Arsa Konut Ofisi,0532 415 35 47,"şirinevler mahallesi mareşal fevzi çakmak caddesi, Şirinevler, Gediz Sk. cevher iş hanı no:11 kat:3 d:32, 34100 Bahçelievler/İstanbul, Türkiye",http://aktifgayrimenkularsa.com/,5,12
Salih Emlak,(0212) 639 72 98,"Zafer mahallesi Mühürdar Sokak. 72 Yenibosna, Zafer, Mühürdar Sk. No:72, 34194 Bahçelievler/İstanbul, Türkiye",https://salihemlak.sahibinden.com/,4.8,59
Aydın Emlak,(0212) 451 28 46,"Hürriyet, Ahmet Yesevi Cd. No:92, 34192 Bahçelievler/İstanbul, Türkiye",https://aydinemlak34.sahibinden.com/,4.8,42
Home Vizyon Gayrimenkul Bahçelievler Satılık Daire,(0212) 550 44 55,"Yenibosna Merkez, Şht. Selim Ayaydın Cd. Yasemin Konakları 1A4 D:H, 34197 Yenibosna - Bahçelievler/Bahçelievler/İstanbul, Türkiye",https://www.homevizyon.com/,4.6,36
ETİK GAYRİMENKUL REAL ESTATE & INVESTMENT,(0212) 554 22 39,"Bahçelievler Mah. Kültür Sok. Kadir Has AVM No:2 Z:14 Mağaza:68, Bahçelievler, 34180 Bahçelievler/İstanbul, Türkiye",https://etikgayrimenkulist.sahibinden.com/,5,43
Bellan Emlak & Gayrimenkul Danışmalık Merkezi,0535 528 83 31,"Şirinevler, Esentepe Sk. No :5, 34188 Bahçelievler/İstanbul, Türkiye",,4.7,48
FAMİLY 1. GAYRİMENKUL VE EMLAK,0536 606 35 34,"ŞİRİNEVLER MAHALLESİ HASTANE CADDESİ BİNA NO : 4-6 DÜKKAN NO : 15, Şirinevler, 34188 Bahçelievler/İstanbul, Türkiye",https://www.emlakjet.com/emlak-ofisleri-detay/family-gayrimenkul-emlak-1150536/,4.7,48
İSTANBUL YUVAM GAYRİMENKUL,0538 582 10 84,"Bahçelievler, Fevzi Çakmak Cd. No:26/B, 34180 Bahçelievler/İstanbul, Türkiye",https://istanbulyuvamgayrimenkul.sahibinden.com/emlak?sorting=price_asc,5,12
ALTIN EMLAK ŞİRİNEVLER MEYDAN,0535 747 91 91,"MARAŞAL FEVZİ ÇAKMAK CAD 2. SOKAK NO:9/B, Şirinevler, Mareşal Fevzi Çakmak 2. Sk. No:9, 34188 Bahçelievler/İstanbul, Türkiye",http://www.altinemlak.com.tr/sirinevlermeydan/,4,141
Ayder Emlak inşaat,0539 484 07 52,"Cumhuriyet, Şirin1 Sokağı No:9, 34186 Bahçelievler/İstanbul, Türkiye",https://ayderemlak.com/,4.2,40
TAKDİR GAYRİMENKUL,0533 527 13 62,"Belediye Karşisi, Siyavuşpaşa, Barbaros 4. Sk. No:4 D:A, 34182 Bahçelievler/İstanbul, Türkiye",http://takdiremlak.com/,5,1
Yurt Gayrimenkul Yatırım A. Ş.,(0212) 603 62 22,"Çobançeşme, Sanayi Cd. Nishistanbul A Blok No: 44 Zemin 5, 34196 Bahçelievler/İstanbul, Türkiye",http://www.yurtemlak.com.tr/,5,16
UZBİLEK EMLAK,0532 426 70 21,"Adnan Kahveci Bulvarı, Bahçelievler, Çamlık Cd. 2B, 34182 Bahçelievler/İstanbul, Türkiye",https://www.uzbilekemlak.com/,3.9,12
Arena Emlak,(0212) 441 03 04,"Siyavuşpaşa, Çamlık Cd. no:5/A, 34182 Bahçelievler/İstanbul, Türkiye",,4.6,13
BK GAYRİMENKUL DANIŞMANLIK,,"Şirinevler, Mahmutbey 7. Sk. No:53 D:B, 34188 Bahçelievler/İstanbul, Türkiye",,4.8,16
ALTIN EMLAK AŞ-YENİBOSNA-BAHÇELİEVLER,(0212) 654 32 54,"ÇOBANÇEŞME MAHALLESİ MİTHATPAŞA CADDESİ NO-31 YENİBOSNA-BAHÇELİEVLER, Bahçelievler, 35100 Bahçelievler/İstanbul, Türkiye",http://www.altinemlak.com.tr/yenibosna,3.6,25
Ümit Emlak Gayrimenkul,(0212) 652 20 70,"Kocasinan Merkez, Şht. Fikret Söğütler Sk. No : 1, 34186 Bahçelievler/İstanbul, Türkiye",,5,9
Gümüş Emlak Gayrimenkul & Danişmanlik,(0212) 553 13 93,"Bahçelievler Mah Elvan sok Deli Hüseyin Paşa Cad, Bahçelievler, Levent Apt No:9 D:5, 34180 Bahçelievler/İstanbul, Türkiye",,3.9,46
Zara Emlak Bahçelievler,0532 272 58 58,"Bahçelievler, Bağcılar Cd. No:7, 34600 Bahçelievler/İstanbul, Türkiye",,5,1
KAAN GAYRİMENKUL,(0212) 555 47 24,"Bahçelievler, Amiral Necdet Uran Sokağı No:33, 34180 Bahçelievler/İstanbul - Avrupa, Türkiye",https://kaanemlakgayrimenkul.sahibinden.com/,4.1,7
DİLAVER GAYRİMENKUL VE OTOMOTİV,0555 037 61 61,"Siyavuşpaşa, Ulubatlı Hasan Cd. No:18/A, 34182 Bahçelievler/İstanbul, Türkiye",,5,3
Burhan Emlak,(0212) 643 88 89,"Siyavuşpaşa, Leylak Sk. No:17 D:2, 34182 Bahçelievler/İstanbul, Türkiye",http://www.burhanemlak.com/,4.7,13
BARIŞ EMLAK BAHÇELİEVLER,0534 791 38 38,"Cumhuriyet, Çelik Hançer Cd. No:33, 34186 Bahçelievler/İstanbul, Türkiye",,5,5
ARAPGİR EMLAK,(0212) 556 55 51,"No:129, Siyavuşpaşa, Çavuşpaşa Cd., 34188 Bahçelievler/İstanbul, Türkiye",,4.6,10
Emlak Trendy,0532 566 05 28,"Bahçelievler, İskender Fahrettin Sk. No:1-3/B, 34180 Bahçelievler/İstanbul, Türkiye",,5,10
Bahçelievler Kiralık Daire,(0212) 650 77 77,"Siyavuşpaşa, Mustafa Kemal Paşa Cd. No:27/A, 34182 Bahçelievler/İstanbul, Türkiye",http://www.bahcelievlersatilikdaire.com/,4,12
OLD CİTY GAYRİMENKUL,(0212) 556 35 36,"SİYAVUŞPAŞA MAH.ÇAMLIK CAD.GELİNCİK SOK.NO:18.20F, GELİNCİK DÜĞÜN SALONU BİNASI, Siyavuşpaşa, 34183 Bahçelievler/İstanbul, Türkiye",,4.2,11
Bahçelievler Emlak Kanı Duman Gayrimenkul Danışmanlık,,"Hürriyet, Dumlupınar Cd. Yanyolu No:12, 34192 Bahçelievler/İstanbul, Türkiye",,5,1
Re/kar Gayrimenkul & Danışmanlık,(0212) 554 22 65,"Soğanlı, Sancaktepe Sk. No:23/B, 34182 Bahçelievler/İstanbul, Türkiye",http://www.rekargayrimenkul.com/,3.9,7
Gülbaba Emlak,(0212) 442 70 94,"Bahçelievler, Fevzi Çakmak Cd. No:47/A, 34180 Bahçelievler/İstanbul, Türkiye",,4.1,16
ANADOLU EMLAK BAHÇELİEVLER SİYAVUŞPAŞA,0551 049 88 95,"Siyavuşpaşa, Yıldız Sk. no 6a, 34180 Bahçelievler/İstanbul, Türkiye",,5,1
BİREYSEL EMLAK 2 ŞİRİNEVLER ŞUBESİ,0531 345 84 46,"Şehit Yarbay Cesur Caddesi, Şirinevler mh, Erler Sk. no: 10 / B, 34188 Bahçelievler/İstanbul, Türkiye",,5,2
Emlakbuluruz.com,0532 453 58 60,"Çalışlar cad, Bahçelievler, Çınarlı Sk. No:17, 34180 Bahçelievler/İstanbul, Türkiye",http://www.emlakbuluruz.com/,4.4,5
Huzur Gayrimenkul Bahçelievler,0544 215 70 94,"Siyavuşpaşa, Çam Sokagi no:9/B, 34500 Bahçelievler/İstanbul, Türkiye",https://huzurgayrimenkul.sahibinden.com/emlak?sorting=price_asc,5,1
İnci Gayrimenkul şirinevler,0532 420 47 85,"Şirinevler, Çiğdem 1 Sk. no:41/1, 34188 Bahçelievler/İstanbul, Türkiye",,4.9,7
GÖZDE EMLAK BAHÇELİEVLER,(0212) 644 27 17,"SOĞANLI MAH FERİT SELİMPAŞA CAD, Soğanlı, Kocatepe Sokağı NO 25/C, 34180 Bahçelievler/İstanbul, Türkiye",,5,2
UMUT EMLAK,(0212) 642 39 37,"Bahçelievler, Amiral Necdet Uran Sokağı No:12, 34180 Bahçelievler/İstanbul, Türkiye",https://www.hepsiemlak.com/emlak-ofisi/umut-emlak-8458,5,12
Ercan Emlak Başakşehir,(0212) 487 87 58,"Başak Mah. Yeşil Vadi Cad. 11/24-25 Başçarşı, Başak, A.V.M, 34306 Başakşehir/İstanbul, Türkiye",,4.7,243
TOPRAK GAYRİMENKUL,,"Başakşehir mah. Cahit Zarifoğlu cad. Zeytinkent Sit. no:9/4, Olimpa AVM Karşısı, Onurkent, Başakşehir, CAHİT ZARİFOĞLU ZEYTİNKENT SİTESİ No:9 D:4, 34480 Başakşehir/İstanbul, Türkiye",,4.9,336
Başakşehir Emlak Merkezi,(0212) 809 32 40,"fuzul avrasya sitesi, Kayabaşı, lokman hekim sokak b1 blok no 45, 34494 Başakşehir/İstanbul, Türkiye",http://www.basaksehiremlakmerkezi.com/,4.6,11
Emlakyap İstanbul Genel Merkez,(0212) 485 05 05,"Başakşehir, Ortaçgil Sk no:2/K, 34480 Başakşehir/İstanbul, Türkiye",http://wew.emlakyap.com/,5,62
SERRA EMLAK Başakşehir,(0212) 500 17 00,"Kayabaşı, 34494 Başakşehir/İstanbul, Türkiye",http://www.serraemlak.com/,4.5,52
TAŞCI GAYRİMENKUL BAŞAKŞEHİR,(0212) 892 70 20,"KUZEY YAKASI, Kayabaşı, Adnan Menderes Bulvari A3-18, 34494 Başakşehir/İstanbul, Türkiye",https://www.tascigayrimenkul.com/,5,23
ÖZDEMİR EMLAK BAŞAKŞEHİR,0532 495 56 80,"Başakşehir, Mehmet Akif Ersoy Cd. Mavera Evleri A1-2 Blok No:18/C Dükkan: 3, 34480 Başakşehir/İstanbul, Türkiye",https://ozdemiremlakbasaksehir.sahibinden.com/,4.4,8
Başakşehir realty seç gayrimenkul,0532 714 22 34,"Başak, 34480 Başakşehir/İstanbul, Türkiye",,5,7
Mesken Emlak Başakşehir,0533 731 98 99,"BAŞAKŞEHİR MAHALLESİ 1.ETAP, Başakşehir, Cihangir Sk. KİPTAŞ ÇARŞI NO:13/C Z22, 34480 Başakşehir/İstanbul, Türkiye",http://www.basakmeskenemlak.com.tr/,4.5,11
ALTINEMLAK BAŞAKŞEHİR 1 .ETAP,0530 154 46 46,"NOVA REZİDANS, Başakşehir, Oğuzhan Sk. NO: 4D, 34480 Başakşehir/İstanbul, Türkiye",http://www.altinemlak.com.tr/basaksehir1etap,4.8,4
Altın Emlak Başakşehir Referans Temsilciliği,0541 842 57 75,"Etap Referans Başakşehir Sitesi, Başak, Yeşilvadi Cd. No:5 No:04 /D, 34480 Başakşehir/İstanbul, Türkiye",https://altinemlakbasaksehir.sahibinden.com/emlak,5,13
TURYAP BAŞAKŞEHİR 4.ETAP TEMSİLCİLİĞİ,(0212) 487 51 31,"Başak, Mevlana Celaleddin Rumi Cd. No:17, 34480 Başakşehir/İstanbul, Türkiye",http://turyap.com.tr/,3.8,15
REFERANS GAYRİMENKUL Yatırım Danışmanlığı,(0212) 507 28 28,"Başakşehir, Başakşehir Mahallesi, Olimpiyat Bulvarı Yolu, Nidapark, Nidapark Başakşehir Sitesi Dükkanları No:8EC, Başakşehir, 34480 Başakşehir/İstanbul, Türkiye",http://www.referansgayrimenkulbasaksehir.com/,5,13
Bm Gayrimenkul,(0212) 487 13 33,"Başak Mah. 5 etap, Başak, Ertuğrul Gazi Cd Başak avm, 34480 Başakşehir/İstanbul, Türkiye",https://bmgayrimenkull.sahibinden.com/,5,9
Geylani Gayrimenkul,(0212) 803 19 00,"Kayabaşı Mahallesi Evliya Çelebi Caddesi Emlakkonut Başakşehir Evleri 1.Etap 2.Kısım Dükkanları, Kayabaşı, B1 Blok No:41, 34494 Başakşehir/İstanbul, Türkiye",,4.9,16
Mülk Grup Hüseyinoğulları Gayrimenkul,0533 669 34 02,"Kayabaşı, Gökçeada Cd No: 8 CA, 34494 Başakşehir/İstanbul, Türkiye",https://www.mulkgrup.com/,4.9,47
Mesaken Emlak - Başakşehir Branch | مساكن العقارية - فرع باشاك شهير,0552 900 09 99,"Adım İstanbul sitesi, Kayabaşı, Gazi Yaşargil Cd A2 blok NO A12, 34494 Başakşehir/İstanbul, Türkiye",https://www.mesaken.com/,4.5,40
Premium gayrimenkul,(0212) 803 65 75,"Kayabaşı mahallesi Gaziyaşargil caddesi Başakşehir Emlak Konut 1. Etap 4. Kısım A-4 blok no:14EF, Kayabaşı, 34290 Başakşehir/İstanbul, Türkiye",,4.4,27
Ribat Emlak,0532 421 09 82,"5. Etap Başakcenter Avm. Giriş Katı No:24, Başak, 34200 Başakşehir/İstanbul, Türkiye",,4.4,8
MülkAdam Gayrimenkul Ltd. Şti,(0212) 488 66 88,"Nidapark Başakşehir Sitesi, Olimpiyat Bulv, Başakşehir, İshakpaşa Sokağı No:166 (8AH, 34480 Başakşehir/İstanbul, Türkiye",http://mulkadam.com/,4.5,19
Başakşehir Anadolu Emlak,(0212) 803 44 37,"Mahallesi Olimpiyat Bulvarı Medikule lş Merkezi D:G2 Blok, 11 34430 Başakşehir/, Başak, 34480 Başakşehir/İstanbul, Türkiye",,5,1
Garden City Gayrimenkul,0532 460 30 70,"Bahçeşehir 1. Kısım, Ispartakule Cd. no:37 D:m, 34488 Başakşehir/İstanbul, Türkiye",https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.instagram.com/gardencitygayrimenkul/&ved=2ahUKEwi3w9LHm7HxAhUs_rsIHRSBDgoQjjgwInoECE0QAg&usg=AOvVaw3jYcvs_zq74SVohZVQxdfz&cshid=1624570195601,4.8,9
TURYAP BAŞAKŞEHİR KENT MEYDANI TEMSILCILIGI,,"park mavera 1 sitesi, Kayabaşı, Evliya Çelebi Cd B2 blok dükkan 181, 34494 Başakşehir/İstanbul, Türkiye",https://turyapkentmeydani.sahibinden.com/,4.7,15
ALTIN EMLAK BAŞAKŞEHİR METROKENT ÇARŞI,(0212) 488 16 33,"Yeşil Vadi Cad. No:1 Metronom AVM Dükkan 19 Başak Mahallesi, Başakşehir, 34306 Başakşehir/İstanbul, Türkiye",,3.6,9
Worldwıde Gayrimenkul,(0212) 487 99 99,"BAŞAK MAHALLESİ 5.ETAP BAŞAK CENTER AVM, Başak, Ertuğrul Gazi Cd 23/21, 34480 Başakşehir/İstanbul, Türkiye",http://www.worldwide.com.tr/,4.9,8
Makro Emlak Danışmanlık 20.YIL (Başakşehir),0533 749 60 37,"5.Etap, Makro Emlak, Başak, Yeşilvadi Cd. Metronom Avm No:1/16, 34480 Başakşehir/İstanbul, Türkiye",http://makrogayrimenkul.com.tr/,4.6,5
KUZEY YAKA EMLAK & GAYRİMENKUL,(0212) 533 87 37,"Kayabaşı, Evliya Çelebi Cd Başakşehir Evleri D:1. Etap 3. Kısım No:4/D Kat:10 No:55, 34494 Başakşehir/İstanbul, Türkiye",http://www.kuzeyyaka.com.tr/,4.9,8
MRT GAYRİMENKUL YATIRIM DANIŞMANLIĞI,0545 323 66 35,"Altınşehir, Akgöl Sk No:16, 34494 Başakşehir/İstanbul, Türkiye",https://mrtgayrimenkulyatirim.sahibinden.com/emlak?sorting=date_desc,4.5,23
PİRAMİT EMLAK,(0212) 487 05 20,"Başak mah. yunus Emre cad. Piramit Çarşı no 16a, Başakşehir, 34306 Başakşehir/İstanbul, Türkiye",https://piramit.sahibinden.com/,,
Çakır Emlak İstanbul,(0212) 488 07 67,"Başakşehir, Mimar Kemalettin Bulvarı Çağdaş Piramit Sitesi D:6C Blok No: 1, 34480 Başakşehir/İstanbul, Türkiye",http://cakiremlakistanbul.com/,4.3,7
Rexer Gayrimenkul,(0212) 486 30 38,"Biksan Sanayi Sitesi, B-2 Blok No:53 Kat:1 34490, İkitelli OSB, 34488 Başakşehir/İstanbul, Türkiye",,4.9,18
Turyap Başakşehir Hürriyet Bulvarı Temsilciliği,(0212) 485 43 33,"Başakşehir Mahallesi Hürriyet Bulvarı Kent Neriva Sitesi C Blok No:121 B6, Başakşehir, 34480 Başakşehir/İstanbul, Türkiye",,3.5,11
ÖZCAN GAYRİMENKUL & EMLAK İNŞAAT,0554 602 07 07,"Güvercintepe, Orhangazi Cd 1 a, 34480 Başakşehir/İstanbul, Türkiye",https://ozcaninsaatgayrimenkull.sahibinden.com/,5,3
